#det_pct,seperation_arcsec,mag_diff
0.955,1.0359818929828861,3.5148247978436666
0.955,1.0566897518238136,3.644204851752022
1.0,0.7783072604323845,0.010781671159030282
1.0,0.8006078661490776,0.15094339622641506
1.0,0.8245248627572362,0.1832884097035059
1.0,0.8388509868152371,0.3234501347708907
1.0,0.8659384309831181,0.45283018867924696
1.0,0.8898575770472493,0.47439353099730575
1.0,0.9025845058615666,0.6361185983827502
1.0,0.9423881315639012,0.9811320754716997
1.0,0.9806076082143608,1.2722371967654995
1.0,0.996567318811609,1.2183288409703517
1.0,1.007710098574051,1.3261455525606483
1.0,1.0076800061904334,1.4770889487870633
1.0,1.023605325492118,1.5956873315363884
1.0,1.0443174832449909,1.70350404311
1.0,1.0586457567589642,1.8328840970350422
0.8,0.5629962556476956,0.010781671159030282
0.8,0.5948597909869011,0.1832884097035059
0.8,0.6490217825868273,0.5067385444743939
0.8,0.7063434744666126,0.9811320754716997
0.8,0.7493282950085335,1.3692722371967658
0.8,0.7811423928603671,1.7897574123989228
0.8,0.8288904078377762,2.2857142857142865
0.8,0.8670862404725365,2.6954177897574123
0.8,0.8893395581578302,3.072776280323451
0.8,0.9354862284355828,3.6010781671159036
0.8,0.9752984519618085,3.9029649595687337
0.8,1.0103367337726823,4.150943396226416
0.8,1.0405924760443135,4.388140161725068
0.8,1.064487978092745,4.528301886792454
root=0.209987*(4 c**3 + 3 c**2 + 5.19615 np.sqrt(15 c**4 + 10 c**3 + 84 c**2 - 18 c + 1) + 48 c - 5)**(1/3) - (0.000181459 (-2916 c**2 - 1458 c + 1458))/(4 c**3 + 3 c**2 + 5.19615 np.sqrt(15 c**4 + 10 c**3 + 84 c**2 - 18 c + 1) + 48 c - 5)**(1/3) + 0.166667 (2 c + 2)
