#det_pct,seperation_arcsec,mag_diff
0.0,0.05771284987769598,0.032345013477090845
0.0,0.06563144568109813,0.3126684636118604
0.0,0.076356938658825457,0.49595687331536453
0.0,0.078992747735548133,0.603773584905662
0.0,0.081627482084284477,0.7654986522911065
0.0,0.08580335916979415,0.9703504043126694
0.0,0.0905687030612552,1.0673854447439366
0.0,0.109691389709264587,1.2398921832884104
0.0,0.11752288095882935,1.8652291105121304
0.0,0.12023476358133757,2.1024258760107823
0.0,0.12975470408439623,2.3504043126684646
0.0,0.13927894349940036,2.576819407008087
0.0,0.1500383033054334,2.8787061994609173
0.0,0.161491421521213,3.1590296495956887
0.0,0.17420545359969393,3.3854447439353104
0.0,0.19009853106178827,3.6657681940700817
0.0,0.20599805689180066,3.913746630727763
0.0,0.21667582334911034,4.194070080862534
0.0,0.22691436997295984,4.517520215633423
0.0,0.23556446863298905,4.808625336927225
0.0,0.2801506338745664,5.164420485175203
0.0,0.3104042266902248,5.412398921832885
0.0,0.3406642678738012,5.628032345013478
0.0,0.3757046991406475,5.86522911051213
0.0,0.4171161179105568,6.145552560646901
0.0,0.460133180292068,6.371967654986523
0.0,0.5015488979739229,6.630727762803235
0.0,0.5493442009827313,6.889487870619947
0.0,0.5923655622761878,7.09433962264151
0.0,0.6401651641969418,7.331536388140162
0.0,0.6831908244023438,7.514824797843666
0.0,0.7134616128657838,7.676549865229111
0.0,0.742139654453458,7.827493261455526
0.05,0.08771284987769598,0.032345013477090845
0.05,0.09563144568109813,0.3126684636118604
0.05,0.10356938658825457,0.49595687331536453
0.05,0.10992747735548133,0.603773584905662
0.05,0.11627482084284477,0.7654986522911065
0.05,0.12580335916979415,0.9703504043126694
0.05,0.1305687030612552,1.0673854447439366
0.05,0.13691389709264587,1.2398921832884104
0.05,0.15752288095882935,1.8652291105121304
0.05,0.17023476358133757,2.1024258760107823
0.05,0.17975470408439623,2.3504043126684646
0.05,0.18927894349940036,2.576819407008087
0.05,0.200383033054334,2.8787061994609173
0.05,0.211491421521213,3.1590296495956887
0.05,0.22420545359969393,3.3854447439353104
0.05,0.24009853106178827,3.6657681940700817
0.05,0.25599805689180066,3.913746630727763
0.05,0.27667582334911034,4.194070080862534
0.05,0.30691436997295984,4.517520215633423
0.05,0.33556446863298905,4.808625336927225
0.05,0.3801506338745664,5.164420485175203
0.05,0.4104042266902248,5.412398921832885
0.05,0.4406642678738012,5.628032345013478
0.05,0.4757046991406475,5.86522911051213
0.05,0.5171161179105568,6.145552560646901
0.05,0.560133180292068,6.371967654986523
0.05,0.6015488979739229,6.630727762803235
0.05,0.6493442009827313,6.889487870619947
0.05,0.6923655622761878,7.09433962264151
0.05,0.7401651641969418,7.331536388140162
0.05,0.7831908244023438,7.514824797843666
0.05,0.8134616128657838,7.676549865229111
0.05,0.842139654453458,7.827493261455526
0.25,0.154700645266683,0.021563342318060563
0.25,0.15626974812674913,0.15094339622641506
0.25,0.16740178060932778,0.3126684636118604
0.25,0.17693676730419536,0.48517520215633514
0.25,0.1848790071232971,0.6469002695417796
0.25,0.19122635061066048,0.808625336927224
0.25,0.20235838309323914,0.9703504043126694
0.25,0.2150681162597747,1.2183288409703517
0.25,0.22459450513075138,1.433962264150944
0.25,0.23094184861811481,1.5956873315363884
0.25,0.23728704264950543,1.768194070080864
0.25,0.26903880627813104,2.5013477088948797
0.25,0.27698534500917815,2.6415094339622653
0.25,0.286518182248073,2.8247978436657686
0.25,0.2976437663627336,3.018867924528303
0.25,0.3119440969490622,3.288409703504044
0.25,0.32943636965484036,3.547169811320755
0.25,0.3453444933087435,3.7520215633423186
0.25,0.3596620195428537,3.9353099730458228
0.25,0.37397739632099114,4.129380053908356
0.25,0.3946723584260824,4.323450134770891
0.25,0.4185614121065959,4.4959568733153645
0.25,0.444036764294957,4.711590296495958
0.25,0.4711134611829746,4.894878706199462
0.25,0.49340761853174975,5.067385444743936
0.25,0.5204864648757399,5.23989218328841
0.25,0.5443776680122262,5.401617250673855
0.25,0.5730557095999003,5.55256064690027
0.25,0.604919244939106,5.725067385444744
0.25,0.6304031949513579,5.897574123989219
0.25,0.66386807499022,6.037735849056604
0.25,0.6973286561171368,6.1994609164420496
0.25,0.7276037434925221,6.339622641509434
0.25,0.7610643246194388,6.501347708894879
0.25,0.7945335035702463,6.619946091644206
0.25,0.8248042920336863,6.78167115902965
0.25,0.8566721262848372,6.932614555256065
0.25,0.8853480184165387,7.09433962264151
0.25,0.914019611636295,7.277628032345014
0.25,0.9474758938512661,7.460916442048518
0.25,0.9793372797344991,7.644204851752022
0.25,1.006413976622517,7.827493261455526
0.25,1.0334949724224798,7.989218328840971
0.5,0.2567761599539157,0.010781671159030282
0.5,0.2742641337477485,0.2911051212938016
0.5,0.2869867636501202,0.47439353099730575
0.5,0.30288414002416,0.7331536388140165
0.5,0.3219713090616766,0.9919137466307291
0.5,0.33309259426439175,1.2075471698113214
0.5,0.3505891658821152,1.4447439353099734
0.5,0.3537402683380837,1.6388140161725078
0.5,0.37124758723567064,1.822102425876011
0.5,0.37121534539608025,1.9838274932614564
0.5,0.38393797529845186,2.1671159029649605
0.5,0.3966541568329057,2.3827493261455537
0.5,0.41095878633117966,2.630727762803236
0.5,0.4252720136533443,2.835579514824798
0.5,0.4379924940997434,3.0296495956873324
0.5,0.44752533133863814,3.2129380053908365
0.5,0.4586530649092714,3.3962264150943406
0.5,0.47297703951129977,3.547169811320755
0.5,0.49527334631604747,3.7088948787062
0.5,0.5127935619494707,3.827493261455526
0.5,0.5159468138614117,4.01078167115903
0.5,0.5430428558531835,4.097035040431267
0.5,0.560560922030634,4.2264150943396235
0.5,0.5956206984012347,4.366576819407009
0.5,0.6179299019418185,4.4636118598382755
0.5,0.6306589802121084,4.6145552560646905
0.5,0.6593520679915913,4.690026954177899
0.5,0.7389980096037694,5.185983827493262
0.5,0.7565203746931651,5.293800539083558
0.5,0.7772260840781198,5.433962264150944
0.5,0.8011215861265513,5.574123989218329
0.5,0.8297953288022802,5.746630727762804
0.5,0.8584626231100908,5.951482479784367
0.5,0.8839444236663702,6.134770889487871
0.5,0.9110232700103603,6.307277628032345
0.5,0.9380978174424054,6.501347708894879
0.5,0.9635817674546573,6.6738544474393535
0.5,0.9874751200471162,6.824797843665769
0.5,1.0177437590545835,6.997304582210243
0.5,1.041632812735097,7.169811320754717
0.5,1.0575624309487268,7.266846361185984
0.75,0.4481637197625281,0.010781671159030282
0.75,0.4784302093140227,0.1940700808625344
0.75,0.49755606855904766,0.25876010781671255
0.75,0.5118821926170485,0.3989218328840982
0.75,0.5230206734675454,0.5283018867924545
0.75,0.545325578096184,0.6469002695417796
0.75,0.5580482079985556,0.8301886792452846
0.75,0.566007643465439,0.9056603773584921
0.75,0.5787539173835102,0.9703504043126694
0.75,0.5835020656271896,1.1536388140161735
0.75,0.5946340981097683,1.315363881401618
0.75,0.6169304049145161,1.4770889487870633
0.75,0.6248640469097272,1.6819407008086253
0.75,0.6280280461015317,1.8113207547169816
0.75,0.651919249238018,1.973045822102426
0.75,0.6630491322646239,2.145552560646901
0.75,0.6773688079547068,2.3180592991913755
0.75,0.6884986909813127,2.4905660377358503
0.75,0.701223470339657,2.663072776280324
0.75,0.7187393870611348,2.80323450134771
0.75,0.7266794774242641,2.9757412398921836
0.75,0.7425940494460852,3.1482479784366584
0.75,0.74734649660171,3.309973045822103
0.75,0.7664487118310355,3.493261455525607
0.75,0.7791713417334073,3.676549865229111
0.75,0.7918961210917518,3.849056603773585
0.75,0.8030260041183578,4.02156334231806
0.75,0.8141644849688545,4.150943396226416
0.75,0.8221002764200379,4.3450134770889495
0.75,0.8396161931415157,4.485175202156334
0.75,0.8587205578268141,4.65768194070081
0.75,0.9207903979502788,5.315363881401618
0.75,0.9414982567912064,5.444743935309974
0.75,0.9606090698444224,5.584905660377359
0.75,0.982898928281252,5.778975741239893
0.75,1.0051973845419728,5.929919137466308
0.75,1.0258987950149818,6.091644204851752
0.75,1.051387043939179,6.242587601078167
0.955,0.6379563832394021,0.010781671159030282
0.955,0.6698156196666624,0.2048517520215647
0.955,0.703269752425661,0.3989218328840982
0.955,0.7335405408891009,0.5606469002695427
0.955,0.7526406066624537,0.7547169811320771
0.955,0.7813164987941553,0.9164420485175215
0.955,0.797220323536113,1.1428571428571441
0.955,0.8242905720562127,1.3584905660377364
0.955,0.9038827772690731,2.123989218328842
0.955,0.9245691415502738,2.361185983827494
0.955,0.9436692073236265,2.5552560646900275
0.955,0.9579910324696818,2.716981132075473
0.955,0.9723236048956009,2.8247978436657686
0.955,0.9786709483829644,2.986522911051213
0.955,1.0025685998873688,3.1159029649595693
0.955,1.0200673209610651,3.342318059299192
